id,bert_sentence,t5_sentence,target,label
1131,The Sins of Sloths: The Moral Status of Fossil Megatheria in Victorian Culture,The Sins of Sloths: The Moral Status of Fossil Megatheria in Victorian Culture,funny,1
946,Application of Kinect gaming sensor in forensic science.,Application of Kinect gaming sensor in forensic science.,funny,1
164,Limburger Cheese as an Attractant for the Malaria Mosquito Anopheles gambiae s.s.,Limburger Cheese as an Attractant for the Malaria Mosquito Anopheles gambiae s.s.,funny,1
1661,The Tight-Girdle Syndrome,The Tight-Girdle Syndrome,funny,1
1691,Women who prefer longer penises are more likely to have vaginal orgasms (but not clitoral orgasms): Implications for an evolutionary theory of vaginal orgasm,Women who prefer longer penises are more likely to have vaginal orgasms (but not clitoral orgasms): Implications for an evolutionary theory of vaginal orgasm,funny,1
2385,Aspirin and cancer: trials and observational studies.,Aspirin and cancer: trials and observational studies.,not funny,0
2108,Unfriendly partitions for graphs not containing a subdivision of an infinite clique,Unfriendly partitions for graphs not containing a subdivision of an infinite clique,not funny,0
3294,Inhibition of Return Impairs Phosphene Detection,Inhibition of Return Impairs Phosphene Detection,not funny,0
1515,Dynamic Rheological Properties of Mozzarella Cheese During Refrigerated Storage.,Dynamic Rheological Properties of Mozzarella Cheese During Refrigerated Storage.,funny,1
450,Some Racial Characteristics of the Spleen Weight in Man,Some Racial Characteristics of the Spleen Weight in Man,funny,1
2904,Sciatic nerve transection increases gluthatione antioxidant system activity and neuronal nitric oxide synthase expression in the spinal cord,Sciatic nerve transection increases gluthatione antioxidant system activity and neuronal nitric oxide synthase expression in the spinal cord,not funny,0
942,The Cost of Home Delivery.,The Cost of Home Delivery.,funny,1
2835,Evidence for a supraspinal contribution to the human quadriceps long-latency stretch reflex,Evidence for a supraspinal contribution to the human quadriceps long-latency stretch reflex,not funny,0
3268,Affective evaluations of objects are influenced by observed gaze direction and emotional expression,Affective evaluations of objects are influenced by observed gaze direction and emotional expression,not funny,0
1533,Not so luck of the Irish: four-leaf clover-shaped quadricusp aortic valve found around St. Patrick's day.,Not so luck of the Irish: four-leaf clover-shaped quadricusp aortic valve found around St. Patrick's day.,funny,1
1848,"Sexual selection, multiple male ornaments, and age- and condition-dependent signaling in the common yellowthroat.","Sexual selection, multiple male ornaments, and age- and condition-dependent signaling in the common yellowthroat.",not funny,0
438,A Human Experiment in Nerve Division.,A Human Experiment in Nerve Division.,funny,1
1315,The effects of 53 hours of sleep deprivation on moral judgment.,The effects of 53 hours of sleep deprivation on moral judgment.,funny,1
787,Christ Fucking Shit Merde! Language Preferences for Swearing among Maximally Proficient Multilinguals,Christ Fucking Shit Merde! Language Preferences for Swearing among Maximally Proficient Multilinguals,funny,1
874,The Invisible Hook: The Law and economics of Pirate Tolerance.,The Invisible Hook: The Law and economics of Pirate Tolerance.,funny,1
740,Sneezing Induced by Sexual Ideation or Orgasm: An Under-Reported Phenomenon.,Sneezing Induced by Sexual Ideation or Orgasm: An Under-Reported Phenomenon.,funny,1
2868,From novel to familiar: Tuning the brain for metaphors,From novel to familiar: Tuning the brain for metaphors,not funny,0
1007,Sitting Height and Leg Length in Old Virginians,Sitting Height and Leg Length in Old Virginians,funny,1
1845,Impact of the black fly (Diptera: Simuliidae) control agent Bacillus thuringiensis var. israelensis on chironomids (Diptera: Chironomidae) and other nontarget insects: results of ten field trials.,Impact of the black fly (Diptera: Simuliidae) control agent Bacillus thuringiensis var. israelensis on chironomids (Diptera: Chironomidae) and other nontarget insects: results of ten field trials.,not funny,0
587,Use of incidentally encoded memory from a single experience in cats,Use of incidentally encoded memory from a single experience in cats,funny,1
1307,An Allergy to Marmite?,An Allergy to Marmite?,funny,1
2990,Positive reinforcing effects of substance P in the rat globus pallidus revealed by conditioned place preference,Positive reinforcing effects of substance P in the rat globus pallidus revealed by conditioned place preference,not funny,0
349,Availability of cookies during an academic course session affects evaluation of teaching,Availability of cookies during an academic course session affects evaluation of teaching,funny,1
2472,Erythrocytes from GGTA1/CMAH knockout pigs: implications for xenotransfusion and testing in non-human primates.,Erythrocytes from GGTA1/CMAH knockout pigs: implications for xenotransfusion and testing in non-human primates.,not funny,0
1029,Hot Potatoes in the Gray Literature,Hot Potatoes in the Gray Literature,funny,1
1164,Who plays bingo in later life? The sedentary lifestyles of 'little old ladies',Who plays bingo in later life? The sedentary lifestyles of 'little old ladies',funny,1
2512,The Portsmouth-based glaucoma refinement scheme: a role for virtual clinics in the future?,The Portsmouth-based glaucoma refinement scheme: a role for virtual clinics in the future?,not funny,0
3298,Anodal Transcranial Direct Current Stimulation (tDCS) Over the Motor Cortex Increases Sympathetic Nerve Activity,Anodal Transcranial Direct Current Stimulation (tDCS) Over the Motor Cortex Increases Sympathetic Nerve Activity,not funny,0
1542,"Money as Tool, Money as Drug: The Biological psychology of a Strong Incentive.","Money as Tool, Money as Drug: The Biological psychology of a Strong Incentive.",funny,1
2702,Socioeconomic status is associated with striatal dopamine D2/D3 receptors in healthy volunteers but not in cocaine abusers,Socioeconomic status is associated with striatal dopamine D2/D3 receptors in healthy volunteers but not in cocaine abusers,not funny,0
574,Real-Time EEG-Based Happiness Detection System.,Real-Time EEG-Based Happiness Detection System.,funny,1
648,"Yes, Virginia, there is a Santa Claus","Yes, Virginia, there is a Santa Claus",funny,1
596,Males choose to keep their heads: Preference for lower risk females in a praying mantid.,Males choose to keep their heads: Preference for lower risk females in a praying mantid.,funny,1
2939,Intracerebral source generators characterizing concentrative meditation,Intracerebral source generators characterizing concentrative meditation,not funny,0
1252,Toxicological deaths of major league baseball players,Toxicological deaths of major league baseball players,funny,1
1559,"The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech","The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech",funny,1
1309,The Isolated Drinker in the Edmonton Beer Parlor,The Isolated Drinker in the Edmonton Beer Parlor,funny,1
471,Accidental cell phone ingestion with pharyngeal impaction.,Accidental cell phone ingestion with pharyngeal impaction.,funny,1
801,Super Bowls: serving bowl size and food consumption,Super Bowls: serving bowl size and food consumption,funny,1
282,Some Characteristics of the External Ear of American Whites American Indians American Negroes Alaskan Esquimos and Filipinos,Some Characteristics of the External Ear of American Whites American Indians American Negroes Alaskan Esquimos and Filipinos,funny,1
933,Serving Bowls Serving Size and Food Consumption: A Randomized Controlled Trial.,Serving Bowls Serving Size and Food Consumption: A Randomized Controlled Trial.,funny,1
733,Women's adult romantic attachment style and communication by cell phone with romantic partners.,Women's adult romantic attachment style and communication by cell phone with romantic partners.,funny,1
2764,Sensitivity to second-order motion in 10-month-olds,Sensitivity to second-order motion in 10-month-olds,not funny,0
2881,"High Spider-Fearful and Low Spider-Fearful Individuals Differentially Perceive the Speed of Approaching, but not Receding, Spider Stimuli","High Spider-Fearful and Low Spider-Fearful Individuals Differentially Perceive the Speed of Approaching, but not Receding, Spider Stimuli",not funny,0
3000,Reverse Engineering the Vertebrate Brain: Methodological Principles for a Biologically Grounded Programme of Cognitive Modelling,Reverse Engineering the Vertebrate Brain: Methodological Principles for a Biologically Grounded Programme of Cognitive Modelling,not funny,0
3105,Spontaneous recovery of hindlimb movement in completely spinal cord transected mice: a comparison of assessment methods and conditions,Spontaneous recovery of hindlimb movement in completely spinal cord transected mice: a comparison of assessment methods and conditions,not funny,0
1145,Your Feet's Too Big: An Inquiry into Psychological and Symbolic Meanings of the Foot,Your Feet's Too Big: An Inquiry into Psychological and Symbolic Meanings of the Foot,funny,1
1618,Effect of Frequency on Human Unipedal Hopping.,Effect of Frequency on Human Unipedal Hopping.,funny,1
3048,Neural Correlates of the Left-Visual-Field Superiority in Face Perception Appear at Multiple Stages of Face Processing,Neural Correlates of the Left-Visual-Field Superiority in Face Perception Appear at Multiple Stages of Face Processing,not funny,0
2504,"Acute myocardial infarction due to spontaneous, localized, acute dissection of the sinus of Valsalva detected by intravascular ultrasound and electrocardiogram-gated computed tomography","Acute myocardial infarction due to spontaneous, localized, acute dissection of the sinus of Valsalva detected by intravascular ultrasound and electrocardiogram-gated computed tomography",not funny,0
585,Stimulatory Effects of Serotonin on Maturational Gonadotropin Release in the Atlantic Croaker Micropogonias undulatus,Stimulatory Effects of Serotonin on Maturational Gonadotropin Release in the Atlantic Croaker Micropogonias undulatus,funny,1
2196,d-2-hydroxyisocaproate dehydrogenase from Lactobacillus casei,d-2-hydroxyisocaproate dehydrogenase from Lactobacillus casei,not funny,0
161,Hiccups and Digital Rectal Massage,Hiccups and Digital Rectal Massage,funny,1
1112,"Dominant, open nonverbal displays are attractive at zero-acquaintance","Dominant, open nonverbal displays are attractive at zero-acquaintance",funny,1
2799,Beyond Identity: Incorporating System Reliability Information Into an Automated Combat Identification System,Beyond Identity: Incorporating System Reliability Information Into an Automated Combat Identification System,not funny,0
1916,Sulfur in Ghanain soils,Sulfur in Ghanain soils,not funny,0
860,Three Centuries of Women's Dress Fashions: A Quantitative Analysis.,Three Centuries of Women's Dress Fashions: A Quantitative Analysis.,funny,1
953,The Influence of Bite Size and Multiple Bites on Oral Texture Sensations.,The Influence of Bite Size and Multiple Bites on Oral Texture Sensations.,funny,1
3113,Apolipoprotein ɛ4 breaks the association between declarative long-term memory and memory-based orienting of spatial attention in middle-aged individuals,Apolipoprotein ɛ4 breaks the association between declarative long-term memory and memory-based orienting of spatial attention in middle-aged individuals,not funny,0
1332,Eye-witnesses Should Not Do Cryptic Crosswords Prior to Identity Parades.,Eye-witnesses Should Not Do Cryptic Crosswords Prior to Identity Parades.,funny,1
1220,Toilet reading habits in Israeli adults,Toilet reading habits in Israeli adults,funny,1
1216,Are Consonant Intervals Music to Their Ears? Spontaneous Acoustic Preferences in a Nonhuman Primate.,Are Consonant Intervals Music to Their Ears? Spontaneous Acoustic Preferences in a Nonhuman Primate.,funny,1
2677,Double Dissociation between Meaningful and Meaningless Gesture Reproduction in Apraxia,Double Dissociation between Meaningful and Meaningless Gesture Reproduction in Apraxia,not funny,0
607,Genre Categorization and Its Effect on Preference for Fiction Books.,Genre Categorization and Its Effect on Preference for Fiction Books.,funny,1
165,Selection of Biting Sites on Man by Two Malaria Mosquito Species,Selection of Biting Sites on Man by Two Malaria Mosquito Species,funny,1
2155,Multiple myeloma patients receiving pre-emptive donor lymphocyte infusion after partial T-cell-depleted allogeneic stem cell transplantation show a long progression-free survival,Multiple myeloma patients receiving pre-emptive donor lymphocyte infusion after partial T-cell-depleted allogeneic stem cell transplantation show a long progression-free survival,not funny,0
1041,Mating Competitors Increase Religious Beliefs.,Mating Competitors Increase Religious Beliefs.,funny,1
1979,Soft-Switching Bidirectional DC/DC Converter with a LC Series Resonant Circuit,Soft-Switching Bidirectional DC/DC Converter with a LC Series Resonant Circuit,not funny,0
2666,Usefulness of the Ligamentum Venosum as an Anatomical Landmark for Safe Laparoscopic Left Hepatectomy (How I Do It),Usefulness of the Ligamentum Venosum as an Anatomical Landmark for Safe Laparoscopic Left Hepatectomy (How I Do It),not funny,0
3267,Firing Rate Homeostasis in Visual Cortex of Freely Behaving Rodents,Firing Rate Homeostasis in Visual Cortex of Freely Behaving Rodents,not funny,0
330,Personal Space and Stimulus Intensity at a Southern California Amusement Park.,Personal Space and Stimulus Intensity at a Southern California Amusement Park.,funny,1
2012,Middleware-Layer Quality-Aware Collaborative Re-casting of Live Multimedia in Multi-hop Spontaneous Networks,Middleware-Layer Quality-Aware Collaborative Re-casting of Live Multimedia in Multi-hop Spontaneous Networks,not funny,0
2529,Altered release of cytochrome p450 metabolites of arachidonic acid in renovascular disease.,Altered release of cytochrome p450 metabolites of arachidonic acid in renovascular disease.,not funny,0
2547,Identification of a unique atrioventricular accessory pathway related to the small cardiac vein with right atrial orifice,Identification of a unique atrioventricular accessory pathway related to the small cardiac vein with right atrial orifice,not funny,0
3287,Motor coordination and spatial orientation are affected by neurofilament maldistribution: correlations with regional brain activity of cytochrome oxidase,Motor coordination and spatial orientation are affected by neurofilament maldistribution: correlations with regional brain activity of cytochrome oxidase,not funny,0
1430,Why Do Red and Dark-coloured Cars Lure Aquatic Insects?: The Attraction of Water Insects to Car Paintwork Explained by Reflection-polarization Signals,Why Do Red and Dark-coloured Cars Lure Aquatic Insects?: The Attraction of Water Insects to Car Paintwork Explained by Reflection-polarization Signals,funny,1
3151,Mapping Behavioral Repertoire onto the Cortex,Mapping Behavioral Repertoire onto the Cortex,not funny,0
2142,Transplantation of mucosa from stomach to esophagus to prevent stricture after circumferential endoscopic submucosal dissection of early squamous cell.,Transplantation of mucosa from stomach to esophagus to prevent stricture after circumferential endoscopic submucosal dissection of early squamous cell.,not funny,0
810,Frontal-Brainstem Pathways Mediating Placebo Effects on Social Rejection,Frontal-Brainstem Pathways Mediating Placebo Effects on Social Rejection,funny,1
434,Sauropod farts warmed the planet,Sauropod farts warmed the planet,funny,1
1108,Comparison of Two Barium Suspensions for Dedicated Small-Bowel Series,Comparison of Two Barium Suspensions for Dedicated Small-Bowel Series,funny,1
2092,"CSIT Error Analysis in TDD Systems with Estimation Delay, Noise and Pilot Interference","CSIT Error Analysis in TDD Systems with Estimation Delay, Noise and Pilot Interference",not funny,0
861,Texture and Mouthfeel of Semi-Solid Foods: Commercial Mayonnaises Dressings Custard Desserts and Warm Sauces.,Texture and Mouthfeel of Semi-Solid Foods: Commercial Mayonnaises Dressings Custard Desserts and Warm Sauces.,funny,1
275,The berserks--what was wrong with them?,The berserks--what was wrong with them?,funny,1
968,Are the Russians as Unhappy as They Say They Are?,Are the Russians as Unhappy as They Say They Are?,funny,1
2759,"The genetics of bipolar disorder: genome 'hot regions,"" genes, new potential candidates and future directions","The genetics of bipolar disorder: genome 'hot regions,"" genes, new potential candidates and future directions",not funny,0
3373,Anxiolytic-like effects produced by bilateral lesion of the periaqueductal gray in mice: Influence of concurrent nociceptive stimulation,Anxiolytic-like effects produced by bilateral lesion of the periaqueductal gray in mice: Influence of concurrent nociceptive stimulation,not funny,0
2140,Detailed analysis of B-mode ultrasonograms: backward-looking ultrasound diagnosis or source of inspiration?,Detailed analysis of B-mode ultrasonograms: backward-looking ultrasound diagnosis or source of inspiration?,not funny,0
1347,Basic Vibration Design to Which Young Engineers Can Relate: The Washing Machine.,Basic Vibration Design to Which Young Engineers Can Relate: The Washing Machine.,funny,1
2814,The NMDA receptor participates in respiration-related mitral cell synchrony,The NMDA receptor participates in respiration-related mitral cell synchrony,not funny,0
886,None Like It Hot.,None Like It Hot.,funny,1
557,"The ""birthday blues"" in a sample of major league baseball players' suicides","The ""birthday blues"" in a sample of major league baseball players' suicides",funny,1
909,"The tooth fairy, Santa Claus, and the hard core drinking driver","The tooth fairy, Santa Claus, and the hard core drinking driver",funny,1
1382,"Pulling the finger off disrupts agency, embodiment and peripersonal space.","Pulling the finger off disrupts agency, embodiment and peripersonal space.",funny,1
2118,A New Efficient Approach to Search for All Multi-State Minimal Cuts,A New Efficient Approach to Search for All Multi-State Minimal Cuts,not funny,0
2563,Endoscopic evaluation of the effect of sucralfate therapy and other clinical parameters on the recurrence rate of gastric ulcers,Endoscopic evaluation of the effect of sucralfate therapy and other clinical parameters on the recurrence rate of gastric ulcers,not funny,0
510,The Cooling Power of the Pigeon Head.,The Cooling Power of the Pigeon Head.,funny,1
2389,Malignant mesenterial mesothelioma in stroke patients.,Malignant mesenterial mesothelioma in stroke patients.,not funny,0
222,The Effect of Wok Size and Handle Angle on the Maximum Acceptable Weights of Wok Flipping by Male Cooks,The Effect of Wok Size and Handle Angle on the Maximum Acceptable Weights of Wok Flipping by Male Cooks,funny,1
1298,Taking the Biscuit: The Structure of British Meals,Taking the Biscuit: The Structure of British Meals,funny,1
147,Inhibitory Spillover: Increased Urination Urgency Facilitates Impulse Control in Unrelated Domains,Inhibitory Spillover: Increased Urination Urgency Facilitates Impulse Control in Unrelated Domains,funny,1
1778,Morpho-physiological variation and phenotypicplasticity in Mexican populations of coconut (Cocos nucifera L.),Morpho-physiological variation and phenotypicplasticity in Mexican populations of coconut (Cocos nucifera L.),not funny,0
1054,Epidemiology of reindeer parasites,Epidemiology of reindeer parasites,funny,1
1823,A rapid staining procedure for arbuscules of living arbuscular mycorrhizas using neutral red as acidotropic dye,A rapid staining procedure for arbuscules of living arbuscular mycorrhizas using neutral red as acidotropic dye,not funny,0
2852,Working memory modulates neural efficiency over motor components during a novel action planning task: An EEG study,Working memory modulates neural efficiency over motor components during a novel action planning task: An EEG study,not funny,0
509,Animal personality aligns task specialization and task proficiency in a spider society,Animal personality aligns task specialization and task proficiency in a spider society,funny,1
324,A sloth inside the latrine,A sloth inside the latrine,funny,1
1562,Investors prefer entrepreneurial ventures pitched by attractive men.,Investors prefer entrepreneurial ventures pitched by attractive men.,funny,1
177,The social life of donuts: Commodity and community in postwar Canada,The social life of donuts: Commodity and community in postwar Canada,funny,1
2853,Hippocampal Subfield Volumes in Mood Disorders,Hippocampal Subfield Volumes in Mood Disorders,not funny,0
1909,Isoenzyme aided selection in the transfer of mildew (Podosphaera leucotricha) resistance fromMalus hupehensis to the cultivated apple,Isoenzyme aided selection in the transfer of mildew (Podosphaera leucotricha) resistance fromMalus hupehensis to the cultivated apple,not funny,0
169,"Chemical and Olfactory Characterization of Odorous Compounds and Their Precursors in the Parotoid Gland Secretion of the Green Tree Frog, Litoria caerulea","Chemical and Olfactory Characterization of Odorous Compounds and Their Precursors in the Parotoid Gland Secretion of the Green Tree Frog, Litoria caerulea",funny,1
1401,"Men without a sense of smell exhibit a strongly reduced number of sexual relationships, women exhibit reduced partnership security - a reanalysis of previously published data.","Men without a sense of smell exhibit a strongly reduced number of sexual relationships, women exhibit reduced partnership security - a reanalysis of previously published data.",funny,1
3340,Exposure to enriched environment restores the survival and differentiation of new born cells in the hippocampus and ameliorates depressive symptoms in chronically stressed rats,Exposure to enriched environment restores the survival and differentiation of new born cells in the hippocampus and ameliorates depressive symptoms in chronically stressed rats,not funny,0
1393,Law of Urination: all mammals empty their bladders over the same duration,Law of Urination: all mammals empty their bladders over the same duration,funny,1
2258,Temporal Changes in Colonic Vascular Architecture and Inflammatory Mediator Levels in Animal Models of Colitis,Temporal Changes in Colonic Vascular Architecture and Inflammatory Mediator Levels in Animal Models of Colitis,not funny,0
2178,Benefits of Advance Oxytocin Preparation Could Extend to the Newborn,Benefits of Advance Oxytocin Preparation Could Extend to the Newborn,not funny,0
2238,International Study of Health Care Organization and Financing of renal services in England and Wales,International Study of Health Care Organization and Financing of renal services in England and Wales,not funny,0
137,Is 'Huh?' a universal word? Conversational infrastructure and the convergent evolution of linguistic items,Is 'Huh?' a universal word? Conversational infrastructure and the convergent evolution of linguistic items,funny,1
1471,Legal medicine at Harvard University,Legal medicine at Harvard University,funny,1
1279,Free Walking Speeds on Stairs: Effects of Stair Gradients and Obesity of Pedestrians,Free Walking Speeds on Stairs: Effects of Stair Gradients and Obesity of Pedestrians,funny,1
1974,Limits to Impedance Relaying,Limits to Impedance Relaying,not funny,0
895,Shrunken head (tsantsa): a complete forensic analysis procedure,Shrunken head (tsantsa): a complete forensic analysis procedure,funny,1
198,Elucidation of Chemical Compounds Responsible for Foot Malodour,Elucidation of Chemical Compounds Responsible for Foot Malodour,funny,1
2339,Laparoscopic complete mesocolic excision for right-sided colon cancer using a cranial approach: anatomical and embryological consideration,Laparoscopic complete mesocolic excision for right-sided colon cancer using a cranial approach: anatomical and embryological consideration,not funny,0
1484,Why Is Mrs Thatcher Interrupted So Often?,Why Is Mrs Thatcher Interrupted So Often?,funny,1
1793,Transferability of SSR and RGA Markers Developed in Cynodon spp. to Zoysia spp.,Transferability of SSR and RGA Markers Developed in Cynodon spp. to Zoysia spp.,not funny,0
2085,Ultralow Power Resistance Random Access Memory Device and Oxygen Accumulation Mechanism in an IndiumTin-Oxide Electrode,Ultralow Power Resistance Random Access Memory Device and Oxygen Accumulation Mechanism in an IndiumTin-Oxide Electrode,not funny,0
768,Longevity of major league baseball players,Longevity of major league baseball players,funny,1
2281,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,not funny,0
2694,Detection of a novel immunoreactive endomorphin 2-like peptide in rat brain extracts,Detection of a novel immunoreactive endomorphin 2-like peptide in rat brain extracts,not funny,0
2082,Toward Big Data in Green City,Toward Big Data in Green City,not funny,0
1113,Discovering Interesting Holes in Data.,Discovering Interesting Holes in Data.,funny,1
3295,A Spline Framework for Estimating the EEG Surface Laplacian Using the Euclidean Metric,A Spline Framework for Estimating the EEG Surface Laplacian Using the Euclidean Metric,not funny,0
2851,Are tool properties always processed automatically? The role of tool use context and task complexity,Are tool properties always processed automatically? The role of tool use context and task complexity,not funny,0
3117,Temporal coherence and attention in auditory scene analysis,Temporal coherence and attention in auditory scene analysis,not funny,0
866,Lefties are still a little shorter,Lefties are still a little shorter,funny,1
2390,Wireless Telemetry and Cystic Fibrosis: Just the pHacts,Wireless Telemetry and Cystic Fibrosis: Just the pHacts,not funny,0
1086,Doll Shoes: The Cause of Behavioural Problems?,Doll Shoes: The Cause of Behavioural Problems?,funny,1
1448,"Quiet eye gaze behavior of expert, and near-expert, baseball plate umpires","Quiet eye gaze behavior of expert, and near-expert, baseball plate umpires",funny,1
200,Penises of the Animal Kingdom,Penises of the Animal Kingdom,funny,1
430,"Advertising, Ethics and the Competitive Practice of medicine: Charles Elton Blanchard MD.","Advertising, Ethics and the Competitive Practice of medicine: Charles Elton Blanchard MD.",funny,1
3390,"Ion Channels, a Practical Approach","Ion Channels, a Practical Approach",not funny,0
1824,"Influence of modern irrigation, drainage system and water management on spawning migration of mud loach, Misgurnus anguillicaudatus C.","Influence of modern irrigation, drainage system and water management on spawning migration of mud loach, Misgurnus anguillicaudatus C.",not funny,0
1796,Egg Deposition Behavior in the Haplodiploid Sawfly Athalia rosae ruficornis Jakovlev (Hymenoptera: Symphyta: Tenthredinidae),Egg Deposition Behavior in the Haplodiploid Sawfly Athalia rosae ruficornis Jakovlev (Hymenoptera: Symphyta: Tenthredinidae),not funny,0
2925,Duration and not strength of activation in temporo-parietal cortex positively correlates with schizotypy,Duration and not strength of activation in temporo-parietal cortex positively correlates with schizotypy,not funny,0
1971,3-D Magnetostatic Using the Fast Multiple Method,3-D Magnetostatic Using the Fast Multiple Method,not funny,0
731,Effect of three different between-inning recovery methods on baseball pitching performance,Effect of three different between-inning recovery methods on baseball pitching performance,funny,1
2968,"Hypothalamic control of energy balance: different peptides, different functions","Hypothalamic control of energy balance: different peptides, different functions",not funny,0
298,Remote Guidance of Untrained Turtles by Controlling Voluntary Instinct Behavior,Remote Guidance of Untrained Turtles by Controlling Voluntary Instinct Behavior,funny,1
2122,Current Distribution in Skeletal Muscle Activated by Functional Electrical Stimulation: Image-Series Formulation and Isometric Recruitment Curve,Current Distribution in Skeletal Muscle Activated by Functional Electrical Stimulation: Image-Series Formulation and Isometric Recruitment Curve,not funny,0
808,Analysis of Speech Under Stress Before and After OM Chant Using MATLAB 7.,Analysis of Speech Under Stress Before and After OM Chant Using MATLAB 7.,funny,1
2596,Location of volatile odor sources by ghost crabOcypode quadrata (Fabricius),Location of volatile odor sources by ghost crabOcypode quadrata (Fabricius),not funny,0
1566,The Sex Reactions of Porcupines (Erethizon d. dorsatum) Before and After Copulation.,The Sex Reactions of Porcupines (Erethizon d. dorsatum) Before and After Copulation.,funny,1
2998,Ependymal cyst in the conus medullaris,Ependymal cyst in the conus medullaris,not funny,0
1173,Influence of alignment of the pyramid on its beneficial effects.,Influence of alignment of the pyramid on its beneficial effects.,funny,1
3246,Neural correlates of the happy life: The amplitude of spontaneous low frequency fluctuations predicts subjective well-being,Neural correlates of the happy life: The amplitude of spontaneous low frequency fluctuations predicts subjective well-being,not funny,0
3253,Identification of new epilepsy treatments: issues in preclinical methodology.,Identification of new epilepsy treatments: issues in preclinical methodology.,not funny,0
822,Non-Pathological Associational Loosening of Marlon Brando: A Sign of Hypoarousal?,Non-Pathological Associational Loosening of Marlon Brando: A Sign of Hypoarousal?,funny,1
2712,"Interactive Effects of a DRD4 Polymorphism, Lead, and Sex on Executive Functions in Children","Interactive Effects of a DRD4 Polymorphism, Lead, and Sex on Executive Functions in Children",not funny,0
1242,"Effect of simulated resistance, fleeing, and use of force on standardized field sobriety testing.","Effect of simulated resistance, fleeing, and use of force on standardized field sobriety testing.",funny,1
1564,Digit Ratio (2D:4D) and Performance in Elite Rugby Players,Digit Ratio (2D:4D) and Performance in Elite Rugby Players,funny,1
3237,The CSMD1 genome-wide associated schizophrenia risk variant rs10503253 affects general cognitive ability and executive function in healthy males,The CSMD1 genome-wide associated schizophrenia risk variant rs10503253 affects general cognitive ability and executive function in healthy males,not funny,0
624,Burial of piglet carcasses in cement: a study of macroscopic and microscopic alterations on an animal model.,Burial of piglet carcasses in cement: a study of macroscopic and microscopic alterations on an animal model.,funny,1
1446,Ultrasound-guided breast biopsy for surgical residents: evaluation of a phantom model.,Ultrasound-guided breast biopsy for surgical residents: evaluation of a phantom model.,funny,1
1719,Upstream migration mechanisms of juvenile temperate sea bass Lateolabrax japonicus in the stratified Yura River estuary,Upstream migration mechanisms of juvenile temperate sea bass Lateolabrax japonicus in the stratified Yura River estuary,not funny,0
1163,The Decline of Public Insult in London 1660-1800.,The Decline of Public Insult in London 1660-1800.,funny,1
2261,Electrical and contractile activities of the human rectosigmoid.,Electrical and contractile activities of the human rectosigmoid.,not funny,0
1641,The Relation Between Dominance and Exploratory Behavior is Context-Dependent in Wild Great Tits.,The Relation Between Dominance and Exploratory Behavior is Context-Dependent in Wild Great Tits.,funny,1
3084,The Effects of Serotonin on the Differentiation of Neurons Producing Vasoactive Intestinal Polypeptide in the Suprachiasmatic Nucleus of the Rat,The Effects of Serotonin on the Differentiation of Neurons Producing Vasoactive Intestinal Polypeptide in the Suprachiasmatic Nucleus of the Rat,not funny,0
3251,Development of amygdaloid cholinergic mediation of passive avoidance learning in the rat,Development of amygdaloid cholinergic mediation of passive avoidance learning in the rat,not funny,0
2604,Global small bowel motility: assessment with dynamic MR imaging.,Global small bowel motility: assessment with dynamic MR imaging.,not funny,0
2776,Complex continuous wavelet coherence for EEG microstates detection in insight and calm meditation,Complex continuous wavelet coherence for EEG microstates detection in insight and calm meditation,not funny,0
2750,Human-Human Reliance in the Context of Automation,Human-Human Reliance in the Context of Automation,not funny,0
1023,"Assessment of the Effects of Municipal Sewage, Immersed Idols and Boating on the Heavy Metal and Other Elemental Pollution of Surface Water of the Eutrophic Hussainsagar Lake (Hyderabad, India)","Assessment of the Effects of Municipal Sewage, Immersed Idols and Boating on the Heavy Metal and Other Elemental Pollution of Surface Water of the Eutrophic Hussainsagar Lake (Hyderabad, India)",funny,1
1751,"Mangrove litter dynamics in La Mancha Lagoon, Veracruz, Mexico","Mangrove litter dynamics in La Mancha Lagoon, Veracruz, Mexico",not funny,0
292,Miniature Crime Scenes: A Novel Use in Crime Seminars,Miniature Crime Scenes: A Novel Use in Crime Seminars,funny,1
2023,The Accuracy of Statistical Methods in Evaluating the Insulation of EHV Systems,The Accuracy of Statistical Methods in Evaluating the Insulation of EHV Systems,not funny,0
1741,Provisioning patterns in the cooperatively breeding acorn woodpecker: does feeding behaviour serve as a signal?,Provisioning patterns in the cooperatively breeding acorn woodpecker: does feeding behaviour serve as a signal?,not funny,0
2283,Reactive eccrine syringofibroadenoma: an emerging subtype.,Reactive eccrine syringofibroadenoma: an emerging subtype.,not funny,0
1008,Hair Length in Florida Theme Parks: An Approximation of Hair Length in the United States of America.,Hair Length in Florida Theme Parks: An Approximation of Hair Length in the United States of America.,funny,1
