text,label,id
"ROLAND Jazz Chorus 120, excellent amp, twin channel, footswitch, very good condition, 325 ono.
",0,19338
"If you make the same mistake more than twice, it is no longer a mistake, but a habit.
",1,5069
"Men are from Earth. Women are from Earth. Get used to it.
",1,12275
"STATUS 2000 5-string, natural graphite, vgc, for Warwick 5-string Thumb or Streamer.
",0,30888
"Silence is also speech.
",0,25672
"Never call a man fool when you can borrow money from him instead.
",1,766
"He who throws himself under the bench will be left to lie there.
",0,23333
"When you are at Rome, do as Rome does.
",0,29590
"Australia stocks open flat as budget digested.
",0,31828
"Have you ever felt like a eucalyptus tree in a koala feeding frenzy?
",1,14334
"A good bargain is a pick-purse.
",0,22867
"BALANCE - Seminole County, Fla., at $6 mln.
",0,20928
"Valour even in an enemy is worthy of praise.
",0,24257
"You want it quick. You want it good. You want it cheap. Pick two and call me back.
",1,8415
"If you want something done, ask someone who is busy!
",1,11356
"Success is the ability to go from failure to failure without losing your enthusiasm.
",1,1352
"When everybody is somebody, then nobody is anybody.
",1,5318
"Russian MinFins correct down, Yeltsin not worrisome.
",0,30882
"Villagers get lessons in rural protest
",0,29781
"US WCoast prods decline on refinery returns, APIs.
",0,18502
"Pakistani rupee closing rates in kerb market.
",0,20947
"I don't have a solution but I admire the problem.
",1,12368
"It takes a million nuts to build a car - and only one to wreck it!
",1,8601
"If it ain't broke yet, let me have a shot at it.
",1,13316
"The afterthought is good for nought, except it be to catch blind horses with.
",0,28185
"Little detail has been announced about the palmtop CD-I player.
",0,17175
"Grasshoppotamus: A creature that can leap to tremendous heights... once.
",1,5524
"Canada June wage settlements rise average 0.5 pct.
",0,20650
"Julian Dicks is everywhere. It's like they've got eleven Dicks on the field.
",1,11745
"Not screaming and yelling like the passengers in his car....
",1,4800
"If you have much, give of your wealth; if you have little, give of your heart.
",1,15402
"NOTICE OF SALE - Bristol, Conn..
",0,31769
"To succeed in politics, it is often necessary to rise above your principles.
",1,3806
"The young wish to give their elders the full benefits of their inexperience.
",1,6227
"U.S. sorghum weekly export sales highlights -- USDA.
",0,28171
"Former Iran leader says Tehran has slain 60 foes.
",0,25414
"Such pruning was only a palliative.
",0,22119
"Nothing is so new as what has long been forgotten.
",0,25878
"Sixty people have already lost their jobs at the Norfolk Smokehouses food processing plant.
",0,30013
"Brain, n. an apparatus with which we think we think.
",1,13103
"In marriage cheat who can.
",0,22574
"SOCCER-INDEPENDIENTE WIN 3-0 UNDER MENOTTI.
",0,29732
"What this country needs is more unemployed politicians.
",1,3598
"Not that that would bother Constantinos.
",0,23984
"Only when you can be extremely pliable and soft can you be extremely hard and strong.
",0,26676
"Ingredients for products McDonald's might have on trial are not included.
",0,19148
"The good shepherd shears, not flays.
",0,20020
"He can't see the beam in his own, but he's looking for an eyelash in someone else's.
",0,27109
"When a peasant gets rich, he knows neither relations nor friends.
",0,31820
"He had seldom been more powerful this close to a change.
",0,21939
"In the following chapters I will attempt to do this, wherever possible.
",0,20543
"Alarmed, concerned and more than just a little frustrated the boss asked, ""What are they searching for""?
",1,4734
"Sex is like air, it's not important unless you aren't getting any.
",1,12130
"Kloof fire extinguished, output loss minimal.
",0,29920
"If the shoe fits, beat someone senseless with it.
",1,2642
"Conscious is being aware of something; conscience is wishing you weren't.
",1,5788
"A good head does not want for hats.
",0,20257
"A good listener is not only popular everywhere, but after a while he gets to know something.
",1,15907
"Do I look like a swimmer? he said.
",0,28761
"Prejudice makes enemies - tolerance makes friends.
",1,7074
"Try to look unimportant, they may be low on ammo.
",1,6412
"Prevention must always be considered in wound management.
",0,20358
"Clean tanker fixtures and enquiries - 1754 GMT.
",0,31186
"Amsterdam bourse considers unlisted market revamp.
",0,29465
"FOCUS - Price war hurts Lufthansa earnings.
",0,25969
"Did you hear about the Irishman who went duck-hunting?
",1,10424
"Misreckoning is no payment.
",0,28428
"You might as well fall flat on your face as lean too far backward.
",1,7131
"You are making progress if each mistake is a new one.
",1,10650
"Don't drive faster than your guardian angel can fly!
",1,13004
"To the jaundiced all things seem yellow.
",0,30130
"Most stockmarkets rebounded after the start of war in the Gulf.
",0,18268
"Multitasking:  Screwing up several things at once.
",1,12733
"Be sure the brain is engaged before putting the mouth in gear.
",1,6704
"Speed control is exercised by body movement.
",0,21253
"Poverty craves many things, but avarice more.
",0,29476
"Any given computer program, if running, is obsolete.
",1,9717
"Who seeks more than he needs hinders himself from enjoying what he has.
",0,30366
"It is better to die on your feet than to live on your knees.
",1,14904
"Uny -96/97 parent forecast.
",0,16934
"If you ask her to do something she doesn't enjoy, that's domination.
",1,5303
"Why did you interrupt me? I had almost figured out a solution to our biggest problem.
",1,7285
"Nothin' ain't worth nothin' but at least it's free.
",1,3498
"Climb your way to the top, that's why the curtains are there.
",1,15358
"First things first, but not necessarily in that order.
",1,14570
"You can lead a horse to water, and if he walks on it patent him.
",1,6487
"If you try and don't succeed, cheat. Repeat until caught. Then lie.
",1,11086
"A lot of money is tainted -- it taint yours and it taint mine.
",1,597
"September sunshine had been shining on it ever since Leyton.
",0,25138
"He's not dead, he's electroencephalgraphically challenged.
",1,15260
"Yugo c-bank could keep discount rate steady.
",0,22609
"You know the only people in this world who are always sure about the proper way to raise children?
",1,10516
"To protest and knock one's head against the wall is what everybody can do.
",0,19066
"What do they call a coffee break at the Lipton Tea Company?
",1,4012
"He's so conceited he walks down Lover's Lane holding his own hand.
",1,13365
"This is a test. This is a test of the Answering Machine Broadcast System. This is only a test.
",1,1250
"What do you a man rolling around in a pile of leaves?
",1,3787
"Leading Italian Mafia boss cooperating with police.
",0,18252
"Bank/Portugal says no demand for repo funds.
",0,30987
"The words lined with lead open a new avenue.
",0,16108
"Every time you lick a stamp, you're consuming 1/10 of a calorie.
",1,9451
"Life is a mixture of proteins and preservatives all trapped into a pale, green, gelatinous goo.
",1,3972
"Investor posts H1 profit 11.61 bln SKR.
",0,26169
"I always take life with a grain of salt, ...plus a slice of lemon, ...and a shot of tequila.
",1,14252
"Do people in Australia call the rest of the world ""up over""?
",1,15255
"Men are shameless. If you're not thinking with your wiener, you're acting directly on its behalf.
",1,9009
"Kenny, Anthony, A Stylometric Study of the New Testament, Oxford, 1987.
",0,23819
"There's one born every minute.
",0,19515
"One can never underestimate the intelligence of the electorate.
",1,14903
"You talk about ""good grass"" and you're referring to someone's lawn.
",1,9398
"I come from where Minch came from.
",0,23535
"Belinda - pleasing on the eye, usually has a couple of good points.
",1,1786
"CS H1 shows restructuring need-analysts.
",0,26841
"Some people were undoubtedly in difficult situations.
",0,30368
"The right hand is slave to the left.
",0,20093
"Only three things in life are certain birth, death and change.
",0,27889
"Every one thinks that all the bells echo his own thoughts.
",0,20933
"Money is truthful. If a man speaks of his honor, make him pay cash.
",1,381
"Nitrates.......................Cheaper than day rates.
",1,15477
"It is good for girl to meet boy in park, but better for boy to park meat in girl!
",1,14824
"N. Irish police to reroute march by Protestants.
",0,17002
"The son of an ass brays twice a day.
",0,22640
"Good: The teacher likes your son. Bad: Sexually. Worse: He's gay.
",1,13270
"You consider coffee one of the most important things in life.
",1,119
"There has been an alarming increase in the number of things you know nothing about.
",1,9018
"Stewart &amp; Stevenson Inc Q2 oper net falls. [CORRECTED 13:45 GMT]
",0,19170
"Beads about the neck, and the devil in his heart.
",0,30690
"The eyeless ant asked God: Give me eye-lashes.
",0,22637
"WARNING: Alcohol consumption may actually CAUSE pregnancy.
",1,3192
"Robbed of warmth, all the young birds died.
",0,29567
"When a man's mode of life is contemptible, it follows that his preaching is treated with contempt.
",0,25361
"Give the Goddess her due, even when her due is grief.
",0,17681
"When a door opens not to your knock, consider your reputation.
",0,30851
"The complexity of a weapon is inversely proportional to the IQ of the weapon's operator.
",1,7614
"This-or-That Tuesday: as mentioned on Weblogs Central at MSNBC.com!
",1,6968
"It was worse for Daly, however.
",0,31446
"Your gradient would be would come out sort of all wrong then.
",0,25992
"The world's youngest parents were 8 and 9 and lived in China in 1910.
",1,15632
"He told me to try to be in the first group; there was much less competition.
",1,11173
"REVOLUTIONARY: An oppressed person wating for the opportunity to become an oppressor.
",1,1917
"Success comes in a can. Failure comes in a can not.
",1,3279
"Her album, Captain Swing, is out now on London Records.
",0,30166
"The Spanish royals revealed their clash over bullfighting in interviews with Selina Scott.
",0,23439
"Recent studies show that recent studies are meaningless.
",1,5725
"Until you walk a mile in another man's moccasins you can't imagine the smell.
",1,6928
"Bidding war for Chateau Properties escalates.
",0,22507
"Both have their critics, and justifiably so.
",0,21109
"Take a congressman to lunch. You will need a tenderiser.
",1,6761
"He that deals in dirt has ay foul fingers.
",0,30041
"Hong Kong stocks in London little changed, quiet.
",0,22426
"Plus, of course, the usual service trains.
",0,21791
"Inflation is a result of legalized counterfeiting.
",1,3758
"New jokes are added periodically at the bottom of the list, with the top ones being deleted.
",1,2323
"ROCK AGAINST RACISM - Nihilists against everything.
",1,5920
"They do not care who shot J.R. and have no idea who J.R. was.
",1,488
"A cat will always land in the softest place possible; often the mid-section of an unsuspecting, reclining human.
",1,12982
"A bird in the hand is always safer than one overhead.
",1,7735
"Better sell than live poorly.
",0,31240
"Frightened at bugbears.
",0,27184
"The score was Hydrogen 2, Oxygen 1 when the game was called because of rain.
",1,4623
"Any man who laughs at women's clothes has never paid the bill for them.
",1,2573
"Biotech Veggies? ATTACK OF THE KILLER TOMATOES was a documentary!
",1,8163
"Solicitors: Sharpe Pritchard; Brachers, Maidstone; Freshfields; Martin Tolhurst Partnership, Strood.
",0,21906
"Procatstinate: When a cat can't decide to go out or stay inside.
",1,6859
"A man on one side of a river sees a blonde on the other side of the river.
",1,11167
"S.Korea's Chun, Roh arrive in court for sentencing.
",0,17515
"Mechanical engineers build weapons and civil engineers build targets.
",1,14653
"Ukraine denies Taiwan pilots tested jet fighter.
",0,24202
"He padded to the kitchen to answer it.
",0,19781
"NY bank discount window borrowings nil Aug 21 week.
",0,29847
"Too many captains will sink the ship.
",0,25263
"RESTORING THE COCKPIT section of Hunter FGA.9 XE650.
",0,30994
"Where the pupil is willing; the teachers will appear.
",0,28862
"RESEARCH ALERT - Genetics Institute cut.
",0,20344
"Unfortunately melatonin is not yet commercially available.
",0,25858
"Reward sweetens labour.
",0,26270
"No matter how far you have gone on the wrong road, turn back.
",0,16282
"The terminal will not cost him anything.
",0,19025
"Time is like money: you can either spend, waste, or invest!
",1,3451
"Better ask twice than go wrong once.
",0,30563
"As I grow older, I pay less attention to what men say. I just watch what they do.
",1,5483
"If you don't have time to do it right, you must have time to do it over.
",1,3060
"Parents are like diapers. They stick to your butt and are full of shit.
",1,13808
"Here comes the orator, with his flood of words and his drop of reason.
",1,2924
"Every one takes his pleasure where he finds it.
",0,28230
"A computer is almost human - except that it does not blame its mistakes on another computer.
",1,4168
"British regulator suspends three ex-Barings staff.
",0,21724
"Housing Corporation strategy now sets performance indicators relating to participation.
",0,19056
"Sending charcoal in the snow is better than adding flowers to a brocade.
",0,20209
"Margaret Thatcher also set the tone for the conference with a deliberately upbeat message.
",0,28527
"A good lady and a famous Queen.
",0,28470
"It is a no good hen, that cackles in your house and lays in another's.
",0,22624
"CA bumper sticker: Cover me, I'm changing lanes.
",1,2833
"A fortunate man may be anywhere.
",0,17401
"Am I good at delegating? You Bet! I always find someone to blame!
",1,5461
"When thine enemy retreateth, make him a golden bridge.
",0,30808
"Man Vs. Beer: A beer doesn't mind having pantyhose dry in the bathroom.
",1,3257
"Helpful Hint #5 An empty aluminum cigar tube filled with angry wasps makes a Wonderful inexpensive vibrator.
",1,14816
"Live your life so that when you die, the preacher won't have to tell lies at your funeral.
",1,8041
"Whatever is written on the forehead is always seen.
",0,16095
"Hungary 1-month, 3-month BUBOR rates remain steady.
",0,16122
"PRESS DIGEST - Bosnia - Aug 20.
",0,25797
"Nails are selectively attracted to the inside dual.
",1,2524
"Menu: A list of dishes which the restaurant has just run out of.
",1,2839
"Limited discretionary compensation for loss or damage.
",0,22678
"The 17,315 V6 Cloverleaf has 192bhp, and a catalytic converter is standard-fit.
",0,16836
"Putting a smile on your face every day of the year!
",1,12914
"Under the vaulted ground floor was a guardroom and small prison.
",0,21564
"Be nice to your kids, they'll choose your nursing home.
",1,2025
"My life has been filled with terrible misfortune; most of which never happened.
",1,14099
"Registered Office: 1 Bartholomew Lane, London, EC2N 2AB.
",0,25822
"When You Leave Walk Out Backwards, So I'll Think You're Walking In.
",1,13919
"A man generally has two reasons for doing a thing. One that sounds good, and a real one.
",1,427
"Most have never seen a TV set with only 13 channels, nor have they seen a black and white TV.
",1,4900
"Heard about the new president? It's a cat named Socks...
",1,9077
"SWEETHEART: I can`t stand it another second! Slide it in! Screw me now!!!
",1,4131
"He is a bad smith who cannot bear smoke.
",0,30869
"How many Family traditionalists does it take to change a lightbulb?
",1,7720
"On the keyboard of life, always keep one finger on the escape key.
",1,990
"No man ever injured his eyesight by looking on the bright side of things.
",1,7477
"I used to work in a blanket factory, but it folded.
",1,13143
"Lorenz's Law of Mechanical Repair: After your hands become coated with grease, your nose will begin to itch.
",1,140
"The acknowledged current expert, G. M. Glaskin, has written extensively about the subject.
",0,16599
"Behind the lavatory in the men's bathroom a nurse found a bottle of milk.
",0,29970
"New rules threaten Dutch soybean plant - Cargill.
",0,25611
"Eat prune yogurt for that ""get up and go"" feeling.
",1,6263
"Reincarnation means you never get away with anything.
",1,1476
"It is easy to see that there are 12 pentagons on the ball.
",0,20693
"If ye would know a knave, give him a staff.
",0,20126
"Should anything else be included/excluded, stating the reasons why?
",0,17171
"How many drummers does it take to change a light bulb?
",1,4139
"No more adventures and dangers by sea for me!
",0,30960
"Slovak c.bank reserves slipped to $3.7 bln -Aug 21.
",0,25752
"The coach and horses had, after all, arrived; and they stayed where they were.
",0,27285
"He who hath much peas may put the more in the pot.
",0,31773
"Limping justice ne'er will fail To hunt out the longest trail.
",0,28186
"God made relatives - Thank God we can choose our friends!
",1,15670
"I bought a cured ham. It had a pulled Hamstring.
",1,13932
"Paris opera, age seven, is losing its facade.
",0,26425
"Living on Earth includes an annual free trip around the Sun.
",1,9076
"Tractor pulls: for people who can't understand wrestling.
",1,11860
"We have two ears and one tongue, use them likewise.
",1,4637
"Relocation of industry is touched on in chapter 2, sections 2.3 and 2.7.
",0,31889
"TELEFONOS DE MEXICO TO EXTEND TELEPHONE NETWORK
",0,29156
"A thing worth having is a thing worth cheating for.
",1,4022
"India approves United International unit.
",0,16841
"It is hard to find a pin in the dark.
",0,25828
"Did you hear about the cat who swallowed a ball of yarn? She had mittens!
",1,11051
"We the unwilling, led by the unqualified, are doing the impossible for the ungrateful.
",1,7564
"Israeli president agrees to meet Arafat.
",0,16917
"Any IC protected by a fast acting fuse will protect the fuse by blowing first.
",1,10671
"Why was the man arrested for waiting in the Big Top? He was loitering within tent.
",1,11888
"A cry, a sniff, and all comes to naught.
",0,25052
"Be old when young, if you would be young when old.
",0,31162
"I drive way too fast to worry about my cholesteral level.
",1,13682
"If one synchronized swimmer drowns, do the rest have to drown too?
",1,11928
"A dog is worthy of his food.
",0,24640
"First God created man....then he got a better idea.
",1,7206
"If you cannot dazzle them with brilliance, baffle them with bullshit.
",1,14837
"This is all that is required to have a really well-trained dog.
",0,30412
"Prizes will go to the first 10 all-correct entries opened after that date.
",0,24337
"He who saves, finds.
",0,17381
"Bundesbank throws EMU a line--but on its own terms.
",0,30290
"Remember--half the people in the world are below average.
",1,6516
"I went to the hardware store and bought some used paint. It was in the shape of a house.
",1,7038
"Etc.: A sign to make others believe that you know more than you actually do.
",1,1541
"A circle is a round straight line with a hole in the middle.
",1,482
"Multnomah Cty, Ore., schools yield 5 pct in 2005.
",0,31963
"Male zebras have white stripes, but female zebras have black stripes.
",1,2805
"Ever notice that even the busiest people are never too busy to tell you just how busy they are?
",1,3549
"Men who treat women as helpless and charming playthings deserve women who treat men as delightful and generous bank accounts.
",1,8330
"There are two ways to handle women and I know neither.
",1,6098
"A seamstress and a sewer fell down into a sewer line.
",1,7114
"When everything seems to be going against you, remember the airplane takes off against the wind, not with it.
",1,8792
"Even if you win the rat race, you're still a rat.
",1,347
"Times tries a'.
",0,19047
"Toothache: the pain that drives you to extraction.
",1,7112
"U.S. stock index futures finish lower, off lows.
",0,30567
"If we learn from losing, we become winners in the end.
",1,2797
"A traveller from the city takes a trip in the country by car and drives over a hare.
",1,4348
"MoDo profits tumble on weak markets.
",0,24907
"I want Christina Applegate's panties with her in 'em!
",1,12335
"Natasha : I don't know what to say.
",0,21746
"It is not the employer who pays wages- he only handles the money...It is the product that pays wages.
",1,11001
"Pizza Man: How are you going to pay for all of this?
",1,3660
"Of course it costs 700 to go.
",0,17429
"Emily? laughing and teasing him about deserving a white feather?
",0,19649
"The charred bodies story also fits.
",0,17759
"Eight - Speed isn't always an advantage. The snails were on board with the Cheetahs.
",1,4285
"If you only have dollar bills, the vending machine will reject them.
",1,7712
"How many men does it take to open a beer ?. . . .
",1,10384
"SELF-CONTROL -- the ability to eat only one peanut.
",1,7539
"Dances With Wolves - the theme of our senior prom.
",1,9967
"A dropped tool will land where it will cause the most damage; also known as the Law of Selective Gravity.
",1,369
"The paunch warm, the foot sleepy.
",0,24516
"To-morrow come never.
",0,23950
"Some people like to spend, others like to save, unfortunately they tend to marry each other!
",1,12867
"Sure, when...OINK FLAP OINK FLAP...well, I'll be damned!
",1,8167
"IN PRISON......There are wardens who are often sadistic.
",1,5413
"Jeremy - loud and thinks that he's all that he says he is.
",1,4857
"Science is unlimited in its course; life is short.
",0,24097
"Dirty tanker fixtures and enquiries - 2211 GMT.
",0,29185
"Every instructor assumes that you have nothing else to do except study for that instructor's course.
",1,9830
"HUNGARY'S MHB TO TAP FOREIGN MARKETS FOR $50 MLN.
",0,29041
"I pulled away from the side of the road, glanced at my mother- in-law, and headed over the embankment.
",1,2217
"Don't get stuck in a closet -- wear yourself out.
",1,5469
"Roll up your sleeves...And you won't lose your shirt.
",1,9388
"A guy met a girl at a nightclub, and she invited him back to her place for the night.
",1,608
"To rule the mountains is to rule the river.
",0,18484
"Flashlight - A case in which to hold dead batteries.
",1,5805
"General Secretary, WACC, 357 Kennington Lane, London SE11 5QY, England.
",0,24096
"After restoration, the horse box will be run on the Gwili Railway.
",0,18120
"They are blooms of the transcendent only for here they die.
",0,30641
"You get into your teens, now they can't hold you back.
",1,2787
"You have already become very observant.
",0,29620
"In case of injury notify your superior immediately - He'll kiss it and make it better!
",1,6510
"Death, taxes and depression: three things you can always depend on.
",1,11606
"The more trivial your research, the more people will read it and agree.
",1,12852
"I've found Jesus! He was behind the couch the whole time.
",1,2176
"Not our activity for Him but our captivity to Him!
",1,8297
"Smith Barney said to start 10 banks.
",0,26715
"Blowing out another man's flame doesn't make yours shine any brighter, but less.
",1,9697
"It's the little things in life that count.
",0,28787
"The classification of additives by E number is made under an EC directive.
",0,23552
"The best of the sport is to do the deed and say nothing.
",0,24921
"To study an application best, understand it thoroughly before you start.
",1,12961
"CBOT soybeans turn higher late on crop tour report.
",0,24783
"The reason there are two senators for each state is so that one can be the designated driver.
",1,2224
"Why is it that no matter what color of bubble bath you use the bubbles are always white?
",1,12341
"Seeing is better than hearing.
",0,26232
"If opportunity came disguised as temptation, one knock would be enough.
",1,2525
"Honduras seeks $200 mln for renewable energy plans.
",0,20182
"If you had fifty pence and
",0,16261
"I'm not sloppy, I'm organizationally challenged.
",1,10023
"Dittoheads? Think for themselves? Hah hah hah hah!
",1,10061
"He is like the gardener's dog, who don't eat cabbage and will let no one else eat them.
",0,28857
"Literature is the art of writing something that will be read twice; journalism what will be grasped at once.
",1,3607
"Can we come and bail her our?
",0,27601
"He who gives to the poor, lends to the Lord.
",0,23105
"It was called the Swan and was always busy.
",0,16146
"It is not, how much you know...It is making the best use of what you know !
",1,1236
"He who has a mate has a master.
",0,23358
"My idea of an agreeable person is a person who agrees with me.
",1,3131
"So the User installed the Windows on his computer; and said to the Programmers that it was good.
",1,2126
"The best horse can't wear two saddles.
",0,27679
"Accountants don't die, they just lose their balance.
",1,728
"If you will stir up the mire, you must bear the smell.
",0,29790
"Some people are so afraid to die that they never begin to live.
",1,11629
"Satirist became a vogue word when TWTWTW was on.
",0,30269
"The many mouth-watering desserts of Touraine are based on fruits.
",0,20835
"Tall trees catch much wind.
",0,31681
"More recently, books have been written which try to avoid these stereotypes.
",0,17615
"Reality is the indefinite enumeration of objects.
",1,10469
"Unkissed, unkind.
",0,17387
"Christian Family Video Society of Fiji,
",0,30991
"It figures they can get a thousand out over three years.
",0,16728
"Support bacteria -- it's the only culture some people have!
",1,3105
"Men's Room, Linda's Bar and Grill, Chapel Hill, North Carolina.
",1,8423
"NO EXPLOSIVES FOUND ON TURKISH PLANE IN SOFIA.
",0,21813
"If sour milk is used to make Yogurt, how do you know when Yogurt is bad?
",1,1112
"One mangy sheep spoils a whole flock.
",0,26633
"Of all forms of caution, caution in love is the most fatal.
",1,15822
"Threatened folks eat bread.
",0,24147
"I said the children were upstairs and I would go and fetch them.
",0,25647
"Ever notice how there's an inverse relationship between a woman's bra size and intelligence?
",1,6595
"Christmas shopping can be accomplished for 25 relatives, on December 24th, in 45 minutes.
",1,1301
"We must lay off the booze even during Holy Communion.
",0,30201
"To a hasty demand a leisure reply.
",0,20240
"Why are flotation devices under airplane seats instead of parachutes?
",1,1145
"In the distance he could hear a familiar rumble growing louder.
",0,20756
"Say... They didn't mention THIS in the brochures!
",1,3163
"There were also anarchist influences within the movement generally and in its anti-toxic outgrowth.
",0,29362
"Fair, good, rich, and wise, is a woman four stories high.
",0,22690
"Mother Teresa shows signs of strength, blesses nuns.
",0,16990
"Two five year old boys are standing at the potty to pee.
",1,11159
"And putting that together with your visits to the house, and theguns'disappearance-'
",0,17649
"Lies melt the snow.
",0,17924
"Filthy stinking rich...well, two out of three ain't bad.
",1,12408
"Sri Lanka key economic indicators.
",0,28422
"But, of course, this is not the truth of the situation.
",0,20577
"On a roll of Life Savers: Not for use as a flotation device.
",1,593
"Cynic: Someone who knows the price of everything and the value of nothing.
",1,12363
"A horse may go freely to water, but a pencil must be lead.
",1,1151
"There was silence for a few moments.
",0,27142
"JESUS SAVES.... Passes It To Gretzky..He Shoots..He..Scores!
",1,2481
"The microwave turntable will always stop with the food at the back of the microwave.
",1,11514
"Michael Jackson tried killing himself Wednesday morning by jumping off his boat .
",1,9387
"If a 7-Eleven is never closed, why do they put a lock on the door?
",1,6895
"The jury can say what it thinks later.
",0,25646
"The future is like heaven, everyone exalts it, but no one wants to go there now.
",1,9523
"You know how most packages say ""Open Here""? What is the protocol if it says ""Open somewhere else""?
",1,11918
"There's Klingons on the starboard side...SCRAPE 'EM OFF, JIM!
",1,12892
"If you can't beat em', arrange to have them beaten.
",1,278
"Fate leads the willing but drives the stubborn.
",0,30682
"You chatter more than a dolphin by a fish bucket.
",1,11655
"Maps and illustrations also help to bring it alive.
",0,16180
"I know what you're thinking, and you should be ashamed of yourself.
",1,10916
"An American will go to hell for a bag of coffee.
",0,21677
"TENNIS-RESULTS AT TOSHIBA CLASSIC.
",0,27564
"We now know that the ascorbic acid in the juice prevents discolouration .
",0,20460
"The cat would eat fish but would not wet her feet.
",0,26276
"Claremont Technology Q4 net rises.
",0,20124
"If all the girls in Australia were laid end to end, I wouldn't be at all surprised.
",1,9328
"The infinite is in the finite of every instant.
",0,20885
"Will there be anything more, sir?
",0,16661
"B-but w-what about you ? stammered the Captain.
",0,20909
"Did you hear about the failed Irish attempt to climb Mt. Everest?
",1,7241
"Kim promised she would't get angry, and convinced her hubby to tell her.
",1,12643
"Humidity is the experience of looking for air and finding water.
",1,15019
"The light at the end of the tunnel is an oncoming train.
",1,5775
"Necrophillia: That uncontrollable urge to crack open a cold one.
",1,12879
"Ain't nobody's biscuits like Grandma's biscuits !!
",1,7119
"A musical tribute to dysfunction from Recovery Man's vast archives of Christian music.
",1,1180
"Light at the end of the tunnel has been switched off as a part of cost cutting!
",1,9386
"Don't worry about life; you're not going to survive it, anyway.
",1,4522
"He buys honey dear who has to lick it off thorns.
",0,30020
"A free society is one where it is safe to be unpopular.
",1,14362
"Italy's Trieste sees August CPI at 2.6 pct yr/yr.
",0,26580
"Grafton first half pretax profit up 74 pct.
",0,30721
"Little boy: Mummy told me that when you croaked, we'd get all your money.
",1,13755
"Iowa-S Minn cattle market not well tested - USDA.
",0,25702
"If you learn from your mistakes you'll learn a lot today.
",1,2645
"N. American Vaccine could disappoint -- report.
",0,20411
"Think nobody cares? Try missing a couple of payments.
",1,9828
"The little boy again counted his coins. I'll have the plain ice cream, he said.
",1,5111
"I'm so ugly...My mother had morning sickness-after I was born.
",1,11525
"To be happy with a woman you must love her a lot and not try to understand her at all.
",1,12373
"The older Motor Impaired group at Mabel Prichard School.
",0,22877
"I read in an article ""The way to achieve inner peace is to finish all the things you have started"".
",1,7654
"It is compatible with X Windows and OpenWindows applications.
",0,17462
"Never rely on the glory of the morning or the smiles of your mother-in-law.
",0,29149
"My doctor says I have the body of a 22-year old....... dog.
",1,861
"Don't waste money buying expensive binoculars. Simply stand closer to the object you wish to view.
",1,8367
"With computers, every morning is the dawn of a new error.
",1,4790
"If you read in the bathroom, is that considered multi-tasking?
",1,7860
"People who value their privileges above their principles, soon lose both.
",1,9777
"London's Globe, an experiment in theatre history.
",0,26801
"I assured her that I did, but simply couldn't recall anything about firemen in the Bible.
",1,8052
"He who spares vice wrongs virtue.
",0,24034
"Once in ten years one man hath need of another.
",0,31938
"It's not a perfect world, but what's your excuse?
",1,12281
"Greyhound: A very short skirt, only an inch from the hare.
",1,4375
"The law of gravity says no fair jumping up without coming back down.
",1,11295
"That lilting strain, it's night again,
",0,28737
"Religion cannot be without morality, but morality may arrive without religion.
",1,12360
"He that lives well is learned enough.
",0,30016
"There were never fewer nobles than when all would be so.
",0,30203
"How many alto sax players does it take to change a light bulb?
",1,12384
"Like will to like, as the devil said to the collier.
",0,30950
"Did you hear about the man who won the gold medal at the Olympics?
",1,3882
"Walking in to work this morning I saw a sign that said ""Charlotte Mews"".
",1,5564
"OK Scotty, detonate and energize NOW! No, wait, I mean.......
",1,5503
"When you see a snake, never mind where he came from.
",1,13484
"Efficiency is a highly developed form of laziness.
",1,12614
"Here, the patient, though chronically dependent on the ventilator is a conscious, sentient person.
",0,20007
"St. Matthie sends say into the tree.
",0,16932
"He had allowed himself to hope.
",0,28084
"Reading with your eyes closed may help you understand.
",1,3856
"Unilever detergent ad sparks 'racist' charge.
",0,23019
"An interesting compilation of stuff famous people said.
",1,11229
"They had to burn the school down to get her out of 3rd grade.
",1,914
"Abundance, like want, ruins many.
",0,24844
"For a web begun God sends thread.
",0,30035
"The more cordial the buyer's secretary, the greater the odds that the competition already has the order.
",1,1026
"RESEARCH ALERT - Refripar still a buy.
",0,16330
"FEATURE - Chile considers drastic steps to conquer pollution.
",0,28605
"Don't cry holloa! till you're over the bridge.
",0,24422
"Different fields, different grasshoppers; different seas, different fish.
",0,29568
"What would Geronimo say if he jumped out of an aeroplane?
",1,12979
"Shakespeare invented the word 'assassination' and 'bump'.
",1,5331
"EB: Normal procedure, Lieutenant, is to jump 200 feet in the air and scatter oneself over a wide area.
",1,5823
"I am ready and willing to take anything football can throw at me.
",0,24861
"As far as I'm concerned, all phone calls are obscene.
",1,2043
"French police move in on African hunger strikers.
",0,22905
"You have no idea how acutely depressing it is to realize we're from the same species.
",1,7639
"U.S. Spring/White Wheat - Spring bids mixed.
",0,28496
"If a mime swears, does his mother make him wash his hands with soap?
",1,8936
"The cost of living hasn't affected its popularity.
",1,13841
"BASEBALL-BONDS' CONSECUTIVE GAME STREAK ENDS.
",0,22073
"Atheist: A man with no invisible means of support.
",1,5475
"Russia's Aviastar suspends production - source.
",0,31614
"A stout heart overcomes ill fortune.
",0,25284
"China to cut rates 1.2-1.5 pts this weekend - paper.
",0,18598
